full_name,selling_price,new_price,year,seller_type,seller_type,km_driven,fuel_type,fuel_type,transmission_type,transmission_type,Mileage,Engine,Seats
Mahindra Thar CRDe,9,New Car (On-Road Price) : Rs.13.28-15.06 Lakh*,2018,Individual,0,50000,Diesel,1,Manual,0,16.55,2498,6
Volkswagen Vento 1.2 TSI Highline AT,5.75,New Car (On-Road Price) : Rs.10.12-16.08 Lakh*,2015,Dealer,1,53837,Petrol,0,Automatic,1,16.93,1197,5
Toyota Fortuner 4x4 AT,19.3,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2015,Dealer,1,48000,Diesel,1,Automatic,1,12.55,2982,7
Hyundai Santa Fe 4WD AT,22.5,null,2017,Individual,0,15000,Diesel,1,Automatic,1,13.01,2199,7
Maruti Swift ZXI,4.75,New Car (On-Road Price) : Rs.6.35-9.27 Lakh*,2013,Individual,0,32000,Petrol,0,Manual,0,18.6,1197,5
Renault Triber RXZ,6.6,New Car (On-Road Price) : Rs.6.14-8.87 Lakh*,2020,Dealer,1,1784,Petrol,0,Manual,0,20,999,7
BMW 3 Series 320d,5.75,New Car (On-Road Price) : Rs.49.71-56.06 Lakh*,2011,Dealer,1,98955,Diesel,1,Automatic,1,13.2,1995,5
Toyota Innova 2.5 G (Diesel) 7 Seater,6.25,null,2013,Dealer,1,52000,Diesel,1,Manual,0,12.99,2494,7
Hyundai Creta 1.6 VTVT AT SX Plus,12.5,New Car (On-Road Price) : Rs.11.58-20.59 Lakh*,2018,Dealer,1,39000,Petrol,0,Automatic,1,13,1591,5
Maruti Zen LXi BSII,1.1,null,1999,Individual,0,50000,Petrol,0,Manual,0,17.3,993,5
Mahindra KUV 100 mFALCON D75 K8,4.25,null,2016,Dealer,1,78000,Diesel,1,Manual,0,25.32,1198,6
Datsun GO Plus T BSIV,4.6,New Car (On-Road Price) : Rs.4.80-7.88 Lakh*,2016,Individual,0,58000,Petrol,0,Manual,0,19.44,1198,7
Audi A4 35 TDI Technology,30,null,2018,Individual,0,34500,Diesel,1,Automatic,1,18.25,1968,5
Volkswagen Polo Petrol Trendline 1.2L,2,New Car (On-Road Price) : Rs.7.12-11.69 Lakh*,2010,Individual,0,60000,Petrol,0,Manual,0,16.47,1198,5
Maruti Alto K10 LXI,2.11,null,2013,Dealer,1,76000,Petrol,0,Manual,0,20.92,998,5
Nissan Micra Active XL Petrol,3.6,null,2017,Individual,0,5000,Petrol,0,Manual,0,19.49,1198,5
Maruti Ertiga VDI,6,null,2015,Individual,0,51000,Diesel,1,Manual,0,20.77,1248,7
BMW 3 Series 320d Sport,16,null,2014,Dealer,1,23746,Diesel,1,Automatic,1,22.69,1995,5
Maruti Alto K10 2010-2014 VXI,2.2,null,2011,Dealer,1,55780,Petrol,0,Manual,0,20.92,998,5
Mahindra Scorpio 1.99 S4 Plus,8.8,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2017,Individual,0,100000,Diesel,1,Manual,0,15.4,1997,7
Hyundai i10 Era 1.1 iTech SE,2.4,null,2012,Dealer,1,73000,Petrol,0,Manual,0,19.81,1086,5
Mahindra Scorpio S2,8,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2017,Individual,0,20000,Diesel,1,Manual,0,15.4,2523,7
Tata Tiago 1.05 Revotorq XZ,4.35,null,2017,Dealer,1,42000,Diesel,1,Manual,0,27.28,1047,5
Maruti Alto LXi,1.1,null,2007,Dealer,1,52235,Petrol,0,Manual,0,19.7,796,5
Renault Duster 85PS Diesel RxL,4.5,null,2014,Dealer,1,56000,Diesel,1,Manual,0,20.45,1461,5
Maruti Alto K10 2010-2014 VXI,2.5,null,2012,Dealer,1,37000,Petrol,0,Manual,0,20.92,998,5
Maruti Swift Dzire VDI,3.85,null,2013,Individual,0,70000,Diesel,1,Manual,0,23.4,1248,5
Hyundai EON LPG Era Plus,3,null,2017,Individual,0,80000,LPG,3,Manual,0,21.1,814,5
Maruti Swift Dzire VDI,4,null,2013,Individual,0,138000,Diesel,1,Manual,0,23.4,1248,5
Maruti Eeco CNG 5 Seater AC BSIV,4.8,New Car (On-Road Price) : Rs.5.82 Lakh*,2018,Individual,0,22000,CNG,2,Manual,0,21.94,1196,5
Honda Amaze VX i-Vtech,4,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2015,Trustmark Dealer,2,41604,Petrol,0,Manual,0,18,1198,5
Hyundai Santa Fe 4WD AT,13.51,null,2014,Dealer,1,65345,Diesel,1,Automatic,1,13.01,2199,7
Maruti Ciaz Delta 1.5,6.5,null,2017,Dealer,1,70000,Diesel,1,Manual,0,26.32,1498,5
Jaguar XF 2.2 Litre Luxury,20.11,null,2013,Dealer,1,30150,Diesel,1,Automatic,1,16.36,2179,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,8.8,New Car (On-Road Price) : Rs.10.07-13.36 Lakh*,2017,Dealer,1,39884,Diesel,1,Manual,0,23,1498,5
Datsun RediGO 1.0 S,2.95,New Car (On-Road Price) : Rs.3.19-5.38 Lakh*,2017,Dealer,1,40000,Petrol,0,Manual,0,22.5,999,5
Mahindra Thar CRDe AC,8,New Car (On-Road Price) : Rs.14.49-16.62 Lakh*,2015,Individual,0,27000,Diesel,1,Manual,0,16.55,2498,6
Hyundai i10 Era 1.1,1.5,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2009,Dealer,1,67000,Petrol,0,Manual,0,19.81,1086,5
Chevrolet Aveo U-VA 1.2 LS,0.85,null,2007,Individual,0,50000,Petrol,0,Manual,0,15.26,1150,5
Honda Amaze S CVT i-VTEC,5.5,New Car (On-Road Price) : Rs.7.02-9.85 Lakh*,2018,Individual,0,25000,Petrol,0,Automatic,1,18.1,1199,5
Toyota Fortuner 4x2 Manual,20,New Car (On-Road Price) : Rs.37.14-42.93 Lakh*,2014,Individual,0,50000,Diesel,1,Manual,0,13,2982,7
Honda Amaze S i-Dtech,3.25,New Car (On-Road Price) : Rs.8.69-11.26 Lakh*,2013,Dealer,1,75000,Diesel,1,Manual,0,25.8,1498,5
Mahindra Scorpio VLX 2WD BSIV,5.55,New Car (On-Road Price) : Rs.15.21-19.61 Lakh*,2014,Individual,0,80000,Diesel,1,Manual,0,12.05,2179,8
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,5.7,New Car (On-Road Price) : Rs.9.72-12.90 Lakh*,2015,Dealer,1,58000,Diesel,1,Manual,0,23,1498,5
Renault KWID 1.0 RXT Optional,3.06,New Car (On-Road Price) : Rs.3.94-6.43 Lakh*,2018,Individual,0,22000,Petrol,0,Manual,0,23.01,999,5
Maruti Celerio ZXI AT,4.15,New Car (On-Road Price) : Rs.4.98-6.25 Lakh*,2016,Dealer,1,62000,Petrol,0,Automatic,1,23.1,998,5
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,32,New Car (On-Road Price) : Rs.37.79-43.68 Lakh*,2018,Dealer,1,28000,Diesel,1,Automatic,1,12.9,2755,7
Maruti Swift VXI,3,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2012,Dealer,1,41000,Petrol,0,Manual,0,18.6,1197,5
Volkswagen CrossPolo 1.2 MPI,4.7,null,2015,Dealer,1,32000,Petrol,0,Manual,0,16.47,1198,5
Maruti Ertiga VDI,4.3,null,2012,Dealer,1,65000,Diesel,1,Manual,0,20.77,1248,7
Maruti Alto K10 VXI,3.15,null,2016,Individual,0,10000,Petrol,0,Manual,0,23.95,998,5
Honda City i DTEC V,5.49,New Car (On-Road Price) : Rs.14.79-17.55 Lakh*,2014,Dealer,1,55000,Diesel,1,Manual,0,26,1498,5
Maruti Swift Dzire VXI 1.2 BS IV,4.75,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2016,Dealer,1,47000,Petrol,0,Manual,0,22,1197,5
Mahindra TUV 300 T8,5.5,null,2015,Individual,0,60000,Diesel,1,Manual,0,18.49,1493,7
Ford Ikon 1.3 Flair,1.4,null,2006,Individual,0,75000,Petrol,0,Manual,0,13.8,1299,5
Honda City i DTEC SV,4.1,New Car (On-Road Price) : Rs.14.79-17.55 Lakh*,2014,Individual,0,144000,Diesel,1,Manual,0,26,1498,5
Maruti Ciaz AT ZXi,7.95,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,2016,Dealer,1,20500,Petrol,0,Automatic,1,19.12,1373,5
Hyundai i20 Asta 1.4 CRDi,8.2,New Car (On-Road Price) : Rs.9.59-12.83 Lakh*,2016,Individual,0,30000,Diesel,1,Manual,0,22.54,1396,5
Mahindra Scorpio EX,6.25,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2012,Dealer,1,32208,Diesel,1,Manual,0,14,2523,8
Datsun GO T Petrol,3.7,New Car (On-Road Price) : Rs.4.64-7.44 Lakh*,2018,Individual,0,68000,Petrol,0,Manual,0,19.83,1198,5
Maruti Swift VDI BSIV,3.5,null,2014,Individual,0,90000,Diesel,1,Manual,0,25.2,1248,5
Hyundai Accent GLX,0.95,null,2008,Individual,0,40000,Petrol,0,Manual,0,13.2,1495,5
Lexus ES 300h,41,null,2017,Dealer,1,34000,Petrol,0,Automatic,1,22.37,2487,5
Maruti Swift LXI,5.35,New Car (On-Road Price) : Rs.6.24-9.06 Lakh*,2019,Trustmark Dealer,2,14499,Petrol,0,Manual,0,22,1197,5
Hyundai Venue SX Plus Turbo DCT BSIV,10.5,New Car (On-Road Price) : Rs.7.70-13.02 Lakh*,2019,Dealer,1,34000,Petrol,0,Automatic,1,18.15,998,5
Tata Tiago 1.05 Revotorq XZ,4,null,2016,Individual,0,17500,Diesel,1,Manual,0,27.28,1047,5
Maruti Eeco 5 STR With AC Plus HTR CNG,2.75,New Car (On-Road Price) : Rs.5.82 Lakh*,2015,Dealer,1,39900,CNG,2,Manual,0,15.1,1196,5
Maruti Alto LX,0.95,null,2005,Individual,0,120000,Petrol,0,Manual,0,19.7,796,5
Jeep Wrangler 2016-2019 3.6 4X4,48.75,New Car (On-Road Price) : Rs.73.56-79.29 Lakh*,2017,Dealer,1,40000,Petrol,0,Automatic,1,9.5,3604,5
Maruti Swift Dzire VDI,4,null,2013,Individual,0,90000,Diesel,1,Manual,0,23.4,1248,5
Hyundai Santro Xing XG eRLX Euro III,1.5,null,2006,Individual,0,50000,Petrol,0,Manual,0,17,1086,5
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,7.4,null,2017,Individual,0,70000,Diesel,1,Manual,0,25.1,1248,5
Maruti Alto LXI,1.21,null,2005,Individual,0,40000,Petrol,0,Manual,0,19.7,796,5
Maruti Swift Dzire VXI,5.5,New Car (On-Road Price) : Rs.6.44-9.60 Lakh*,2014,Individual,0,40000,Petrol,0,Manual,0,19.1,1197,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.1,New Car (On-Road Price) : Rs.6.99-7.35 Lakh*,2018,Individual,0,10000,Petrol,0,Manual,0,18.9,1197,5
Maruti Baleno Alpha Automatic,8,New Car (On-Road Price) : Rs.6.81-10.54 Lakh*,2018,Individual,0,10000,Petrol,0,Automatic,1,21.4,1197,5
Maruti Swift VXI,5.92,New Car (On-Road Price) : Rs.6.29-9.14 Lakh*,2019,Individual,0,30000,Petrol,0,Manual,0,21.21,1197,5
Honda Amaze V CVT Petrol BSIV,7.85,New Car (On-Road Price) : Rs.7.06-9.98 Lakh*,2019,Dealer,1,4717,Petrol,0,Automatic,1,19,1199,5
Mercedes-Benz GLA Class 200 Sport,28,null,2018,Dealer,1,10000,Petrol,0,Automatic,1,13.7,1991,5
Maruti Ciaz VXi Plus,6.25,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,2016,Individual,0,30000,Petrol,0,Manual,0,20.73,1373,5
Maruti A Star Lxi,2.05,null,2011,Dealer,1,75150,Petrol,0,Manual,0,19,998,5
Ford Ecosport 1.5 DV5 MT Titanium,4.7,New Car (On-Road Price) : Rs.9.72-12.90 Lakh*,2014,Individual,0,150000,Diesel,1,Manual,0,22.7,1498,5
Maruti Zen Estilo VXI BSIII,1.24,null,2008,Individual,0,40000,Petrol,0,Manual,0,18.2,998,5
Maruti Swift DDiS VDI,6.2,null,2017,Individual,0,90000,Diesel,1,Manual,0,28.4,1248,5
Honda City i DTEC SV,5.7,New Car (On-Road Price) : Rs.13.91-16.45 Lakh*,2014,Individual,0,100000,Diesel,1,Manual,0,26,1498,5
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,18.11,New Car (On-Road Price) : Rs.19.90-29.90 Lakh*,2019,Dealer,1,46000,Diesel,1,Automatic,1,11.36,2755,7
Hyundai Santa Fe 4x4 AT,6.25,null,2012,Dealer,1,104000,Diesel,1,Automatic,1,11.72,2199,7
Toyota Camry Hybrid 2.5,23,New Car (On-Road Price) : Rs.45.00 Lakh*,2016,Individual,0,32000,Petrol,0,Automatic,1,19.16,2487,5
Hyundai Creta 1.6 CRDi SX,11,New Car (On-Road Price) : Rs.10.95-18.30 Lakh*,2018,Individual,0,71000,Diesel,1,Manual,0,19.67,1582,5
Honda Mobilio V i VTEC,7,null,2016,Individual,0,60000,Petrol,0,Manual,0,17.3,1497,7
Ford Ecosport 1.5 Ti VCT MT Ambiente,5.25,New Car (On-Road Price) : Rs.9.19-13.13 Lakh*,2015,Dealer,1,61000,Petrol,0,Manual,0,15.8,1499,5
Honda Jazz X,3.2,New Car (On-Road Price) : Rs.8.51-10.96 Lakh*,2012,Dealer,1,58000,Petrol,0,Manual,0,16.7,1198,5
Fiat Linea Emotion (Diesel),2.45,null,2012,Individual,0,50000,Diesel,1,Manual,0,20.4,1248,5
Honda Jazz 1.5 E i DTEC,5.25,null,2016,Dealer,1,23000,Diesel,1,Manual,0,27.3,1498,5
Toyota Corolla Altis G MT,5.95,null,2013,Dealer,1,48000,Petrol,0,Manual,0,14.28,1798,5
Maruti Alto K10 VXI,2.75,null,2015,Individual,0,20000,Petrol,0,Manual,0,23.95,998,5
Hyundai Elantra CRDi SX AT,5.9,New Car (On-Road Price) : Rs.22.25-24.89 Lakh*,2013,Dealer,1,56000,Diesel,1,Automatic,1,19.5,1582,5
Maruti Baleno Delta Diesel,5.1,null,2016,Dealer,1,33000,Diesel,1,Manual,0,27.39,1248,5
Mahindra XUV500 W8 2WD,5.85,New Car (On-Road Price) : Rs.16.06-22.94 Lakh*,2012,Dealer,1,100000,Diesel,1,Manual,0,15.1,2179,7
Chevrolet Beat Diesel LT,3,null,2014,Individual,0,30000,Diesel,1,Manual,0,25.44,936,5
Hyundai Santro Xing GL Plus,1.5,null,2011,Individual,0,174926,Petrol,0,Manual,0,17.92,1086,5
Tata Zest Quadrajet 1.3 75PS XMS,5.5,null,2017,Individual,0,150000,Diesel,1,Manual,0,22.95,1248,5
Maruti Swift Dzire VDI,4,null,2014,Individual,0,60000,Diesel,1,Manual,0,23.4,1248,5
Renault Pulse Petrol RxL,2.65,null,2012,Dealer,1,55171,Petrol,0,Manual,0,18.06,1198,5
Honda City i VTEC VX,7,New Car (On-Road Price) : Rs.12.66-16.77 Lakh*,2016,Dealer,1,70333,Petrol,0,Manual,0,17.8,1497,5
Hyundai i20 2015-2017 Asta Option 1.2,5,New Car (On-Road Price) : Rs.7.63-12.66 Lakh*,2017,Individual,0,90000,Petrol,0,Manual,0,18.6,1197,5
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,10.5,null,2012,Individual,0,25000,Diesel,1,Manual,0,12.99,2494,8
Tata Indica eXeta GLS,0.95,null,2011,Individual,0,130000,Petrol,0,Manual,0,16.84,1193,5
Chevrolet Beat Diesel LT,2.2,null,2013,Individual,0,110000,Diesel,1,Manual,0,25.44,936,5
Maruti Swift Dzire VDI,5.68,null,2016,Individual,0,120000,Diesel,1,Manual,0,26.59,1248,5
Toyota Yaris J CVT BSIV,10,New Car (On-Road Price) : Rs.10.88-17.43 Lakh*,2019,Individual,0,5000,Petrol,0,Automatic,1,17.8,1496,5
Mahindra Scorpio S7 140 BSIV,12.75,null,2018,Dealer,1,39000,Diesel,1,Manual,0,16.36,2179,7
Audi A4 2008-2014 3.0 TDI Quattro,10,null,2011,Individual,0,40000,Diesel,1,Automatic,1,14.94,1299,null
Hyundai i20 Sportz 1.2,4.75,New Car (On-Road Price) : Rs.7.63-12.66 Lakh*,2015,Individual,0,25000,Petrol,0,Manual,0,18.6,1197,5
Skoda Superb 1.8 TFSI MT,3.5,New Car (On-Road Price) : Rs.34.58-37.39 Lakh*,2011,Individual,0,92000,Petrol,0,Manual,0,13.14,1798,5
Volkswagen Polo 1.5 TDI Highline,3.95,null,2014,Dealer,1,51000,Diesel,1,Manual,0,20.14,1498,5
BMW 3 Series 320d Sport,8.25,null,2012,Dealer,1,54000,Diesel,1,Automatic,1,19.62,1995,5
Tata Tiago 1.05 Revotorq XZ,4.5,null,2017,Individual,0,35000,Diesel,1,Manual,0,27.28,1047,5
Maruti Celerio ZXI Optional,4.95,New Car (On-Road Price) : Rs.4.97-6.22 Lakh*,2018,Dealer,1,24000,Petrol,0,Manual,0,21.63,998,5
Renault Duster 110PS Diesel RxZ,5,null,2013,Individual,0,70000,Diesel,1,Manual,0,19.01,1461,5
Mahindra Scorpio S10 7 Seater,9,New Car (On-Road Price) : Rs.15.50-20.09 Lakh*,2015,Individual,0,140000,Diesel,1,Manual,0,15.4,2179,7
Toyota Innova 2.5 G (Diesel) 8 Seater,7,null,2013,Individual,0,387000,Diesel,1,Manual,0,12.99,2494,8
Mahindra TUV 300 T8,6.5,null,2016,Individual,0,135000,Diesel,1,Manual,0,18.49,1493,7
Hyundai EON Era Plus,1.75,null,2013,Individual,0,50000,Petrol,0,Manual,0,21.1,814,5
Maruti Vitara Brezza VDi Option,7.1,null,2017,Dealer,1,36000,Diesel,1,Manual,0,24.3,1248,5
Tata Tiago 1.2 Revotron XT,4,New Car (On-Road Price) : Rs.5.53-7.82 Lakh*,2018,Individual,0,110000,Petrol,0,Manual,0,23.84,1199,5
Tata Tiago 1.2 Revotron XT,4.7,New Car (On-Road Price) : Rs.5.63-7.89 Lakh*,2017,Individual,0,1000,Petrol,0,Manual,0,23.84,1199,5
Maruti Vitara Brezza VDi Option,7.95,null,2018,Dealer,1,24525,Diesel,1,Manual,0,24.3,1248,5
Honda City i-VTEC V,7.85,New Car (On-Road Price) : Rs.12.66-16.77 Lakh*,2017,Individual,0,32440,Petrol,0,Manual,0,17.4,1497,5
Tata Nano Lx,0.78,null,2011,Individual,0,11115,Petrol,0,Manual,0,26,624,4
Volkswagen Ameo 1.5 TDI Trendline,6.5,null,2018,Individual,0,40000,Diesel,1,Manual,0,21.66,1498,5
Hyundai i10 Sportz 1.1L,2.5,null,2011,Individual,0,70000,Petrol,0,Manual,0,19.81,1086,5
Toyota Etios GD,2.7,null,2011,Individual,0,70000,Diesel,1,Manual,0,23.59,1364,5
Datsun RediGO 1.0 S,2.7,New Car (On-Road Price) : Rs.3.29-5.50 Lakh*,2018,Individual,0,30000,Petrol,0,Manual,0,22.5,999,5
Mahindra TUV 300 T6 Plus,7.5,null,2017,Individual,0,20000,Diesel,1,Manual,0,18.49,1493,7
Volkswagen Vento 1.5 TDI Highline,9.14,null,2018,Individual,0,23268,Diesel,1,Manual,0,22.27,1498,5
Toyota Corolla Altis D-4D G,10.15,null,2015,Dealer,1,73324,Diesel,1,Manual,0,21.43,1364,5
Fiat Grande Punto 1.3 Dynamic (Diesel),1.65,null,2012,Individual,0,60000,Diesel,1,Manual,0,20.3,1248,5
Maruti Wagon R CNG LXI,2.6,New Car (On-Road Price) : Rs.5.97-6.04 Lakh*,2013,Dealer,1,67000,CNG,2,Manual,0,32.52,998,5
Renault Duster 85PS Diesel RxL,5.5,null,2015,Individual,0,150000,Diesel,1,Manual,0,20.45,1461,5
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,22.25,New Car (On-Road Price) : Rs.19.90-29.90 Lakh*,2019,Dealer,1,25000,Diesel,1,Automatic,1,11.36,2755,7
Renault Lodgy 85PS RxL,7.5,null,2015,Individual,0,100000,Diesel,1,Manual,0,21.04,1461,8
Mercedes-Benz GLA Class 200 d Sport,26.9,null,2018,Dealer,1,15000,Diesel,1,Automatic,1,17.9,2143,5
Hyundai Accent GLE,1.75,null,2008,Dealer,1,85000,Petrol,0,Manual,0,13.2,1495,5
Maruti Swift VXI,5.4,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2018,Individual,0,50000,Petrol,0,Manual,0,21.21,1197,5
Maruti 800 AC,0.7,null,2003,Individual,0,80000,Petrol,0,Manual,0,16.1,796,4
Mahindra Thar CRDe,6.2,New Car (On-Road Price) : Rs.14.12-16.20 Lakh*,2016,Individual,0,40000,Diesel,1,Manual,0,16.55,2498,6
Audi A4 2.0 TDI,15.5,null,2014,Dealer,1,56000,Diesel,1,Automatic,1,16.55,1968,5
Honda City 1.5 S MT,3.5,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2011,Dealer,1,60000,Petrol,0,Manual,0,17,1497,5
Maruti Alto K10 VXI,3,null,2016,Individual,0,10000,Petrol,0,Manual,0,23.95,998,5
Honda City i DTEC VX,5.5,New Car (On-Road Price) : Rs.14.79-17.55 Lakh*,2014,Individual,0,110000,Diesel,1,Manual,0,25.1,1498,5
Chevrolet Beat LS,2,null,2014,Dealer,1,67000,Petrol,0,Manual,0,18.6,1199,5
Mahindra Scorpio S9 BSIV,12.7,New Car (On-Road Price) : Rs.15.19-19.71 Lakh*,2019,Individual,0,30000,Diesel,1,Manual,0,16.36,2179,7
Maruti Omni 8 Seater BSII,1.7,null,2012,Individual,0,96000,Petrol,0,Manual,0,19.7,796,8
Maruti Ertiga VXI Petrol,7.4,New Car (On-Road Price) : Rs.8.82-12.12 Lakh*,2019,Individual,0,20000,Petrol,0,Manual,0,19.34,1462,7
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,34.5,null,2014,Dealer,1,89000,Diesel,1,Automatic,1,11.3,2987,7
Tata Tiago 1.2 Revotron XZ,4.5,New Car (On-Road Price) : Rs.5.63-7.89 Lakh*,2018,Individual,0,15000,Petrol,0,Manual,0,23.84,1199,5
Maruti 1000 AC,1.33,null,1997,Individual,0,100000,Petrol,0,Manual,0,15,970,5
Hyundai Verna 1.6 SX VTVT AT,7.5,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2017,Individual,0,15000,Petrol,0,Automatic,1,15.74,1591,5
Maruti Swift VDI BSIV,5.2,null,2015,Individual,0,90000,Diesel,1,Manual,0,25.2,1248,5
Maruti Swift VXI,3.45,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2013,Trustmark Dealer,2,73695,Petrol,0,Manual,0,18.6,1197,5
Premier Rio LX,2.2,null,2011,Individual,0,70000,Diesel,1,Manual,0,16,1489,5
Hyundai i10 Era,2.15,null,2009,Individual,0,100000,Petrol,0,Manual,0,19.81,1086,5
Hyundai Verna Transform VTVT,3.7,New Car (On-Road Price) : Rs.10.18-15.87 Lakh*,2010,Individual,0,10000,Petrol,0,Manual,0,16.2,1599,5
Maruti Alto 800 LXI,2.3,New Car (On-Road Price) : Rs.3.32-4.45 Lakh*,2014,Trustmark Dealer,2,14971,Petrol,0,Manual,0,22.74,796,5
Mitsubishi Pajero 2.8 SFX,6,null,2009,Individual,0,100000,Diesel,1,Manual,0,10.5,2835,6
Honda City VX MT,10.75,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2019,Dealer,1,16000,Petrol,0,Manual,0,17.4,1497,5
Maruti Swift VDI BSIV,2.89,null,2011,Individual,0,215000,Diesel,1,Manual,0,17.8,1248,5
Mahindra Bolero 2011-2019 ZLX,5.5,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2015,Individual,0,50000,Diesel,1,Manual,0,15.96,2523,7
Ford Figo Aspire Titanium Diesel,5.5,New Car (On-Road Price) : Rs.9.97-10.38 Lakh*,2018,Dealer,1,64000,Diesel,1,Manual,0,24.4,1499,5
Nissan Terrano XL 85 PS,4.5,null,2013,Individual,0,60000,Diesel,1,Manual,0,20.45,1461,5
Tata Tigor 1.05 Revotorq XZ Option,6,null,2017,Individual,0,25000,Diesel,1,Manual,0,24.7,1047,5
Maruti Ciaz ZDi,5.25,null,2015,Dealer,1,37006,Diesel,1,Manual,0,26.21,1248,5
Maruti Wagon R Stingray LXI,3.5,null,2014,Individual,0,50000,Petrol,0,Manual,0,20.51,998,5
Chevrolet Spark 1.0,1.8,null,2009,Individual,0,8000,Petrol,0,Manual,0,18,995,5
Maruti Swift Dzire VDi,2.55,null,2009,Dealer,1,94000,Diesel,1,Manual,0,19.3,1248,5
Mahindra Scorpio S10 7 Seater,8.9,New Car (On-Road Price) : Rs.15.21-19.61 Lakh*,2015,Dealer,1,93469,Diesel,1,Manual,0,15.4,2179,7
Mahindra XUV500 W10 AWD,15,New Car (On-Road Price) : Rs.16.59-23.36 Lakh*,2018,Individual,0,20000,Diesel,1,Manual,0,16,2179,7
Mercedes-Benz E-Class E250 Edition E,30,New Car (On-Road Price) : Rs.74.10-92.33 Lakh*,2016,Individual,0,20000,Diesel,1,Automatic,1,15,2143,5
Mahindra Bolero 2011-2019 SLX,5,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2013,Individual,0,35000,Diesel,1,Manual,0,15.96,2523,7
Maruti Wagon R VXI,3.3,null,2015,Dealer,1,38546,Petrol,0,Manual,0,20.51,998,5
Skoda Rapid 1.6 MPI AT Style BSIV,8.5,New Car (On-Road Price) : Rs.9.06-15.77 Lakh*,2017,Individual,0,18000,Petrol,0,Automatic,1,14.84,1598,5
Ford Figo Petrol ZXI,3.35,New Car (On-Road Price) : Rs.6.02-7.91 Lakh*,2015,Dealer,1,34500,Petrol,0,Manual,0,15.6,1196,5
Maruti Swift Dzire AMT VXI,6.1,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2018,Dealer,1,43000,Petrol,0,Automatic,1,21.21,1197,5
Tata Indica Vista Terra 1.4 TDI,1.2,null,2010,Individual,0,40000,Diesel,1,Manual,0,17,1405,5
Maruti Baleno Alpha Automatic,8.34,New Car (On-Road Price) : Rs.6.93-10.63 Lakh*,2018,Individual,0,20000,Petrol,0,Automatic,1,21.4,1197,5
Ford Figo Diesel Titanium,1.7,New Car (On-Road Price) : Rs.8.75-9.25 Lakh*,2011,Individual,0,100000,Diesel,1,Manual,0,20,1399,5
Maruti Vitara Brezza ZDi Plus,9,null,2018,Individual,0,40000,Diesel,1,Manual,0,24.3,1248,5
Honda City i DTEC SV,4.5,New Car (On-Road Price) : Rs.13.91-16.45 Lakh*,2014,Individual,0,120000,Diesel,1,Manual,0,26,1498,5
Maruti Ertiga ZXI AT Petrol,9,New Car (On-Road Price) : Rs.8.69-12.08 Lakh*,2019,Individual,0,25000,Petrol,0,Automatic,1,18.69,1462,7
Ford Classic 1.4 Duratorq Titanium,3.9,null,2013,Individual,0,112000,Diesel,1,Manual,0,19.68,1399,5
Volkswagen Vento Petrol Highline,3.6,New Car (On-Road Price) : Rs.10.56-16.43 Lakh*,2011,Individual,0,98000,Petrol,0,Manual,0,15.04,1598,5
Honda Jazz S,5.3,null,2016,Dealer,1,66000,Petrol,0,Manual,0,16,1198,5
BMW X1 sDrive 20d xLine,27,New Car (On-Road Price) : Rs.47.38-48.97 Lakh*,2017,Individual,0,30000,Diesel,1,Automatic,1,20.68,1995,5
Mahindra Bolero 2011-2019 SLX,5.51,New Car (On-Road Price) : Rs.8.91-10.42 Lakh*,2015,Individual,0,60000,Diesel,1,Manual,0,15.96,2523,7
Mercedes-Benz C-Class C 200 Kompressor Elegance AT,10.5,New Car (On-Road Price) : Rs.47.62-1.60 Cr*,2012,Dealer,1,41315,Petrol,0,Automatic,1,11.74,1796,5
